date,ticker,analyst,percent
2026-07-30,UHS,Cantor Fitzgerald,17.6
2026-07-30,UHS,Goldman Sachs,15.2
2026-07-30,V,Baird,15.1
2026-07-30,V,Citigroup,20.5
2026-07-30,V,JP Morgan,23.3
2026-07-30,V,Wells Fargo,18.4
2026-07-30,VLTO,Citigroup,9.8
2026-07-30,VLTO,RBC Capital,11.9
2026-07-30,VLTO,Stifel,17
2026-07-30,VMC,Citigroup,21.5
2026-07-30,VMC,RBC Capital,4.2
2026-07-30,VRSK,Evercore ISI Group,9.1
2026-07-30,VRSK,Wells Fargo,27.2
2026-07-30,VRT,Citigroup,50.9
2026-07-30,VRT,RBC Capital,42.1
2026-07-30,WM,RBC Capital,6.1
2026-07-30,WM,Stifel,13.5
2026-07-30,XYL,Baird,35
2026-07-30,XYL,Barclays,30.1
2026-07-30,XYL,RBC Capital,34.2
2026-07-31,AAPL,JP Morgan,11.5
2026-07-31,ACGL,Wells Fargo,16.6
2026-07-31,ADP,Guggenheim,15.3
2026-07-31,AEE,Goldman Sachs,5.7
2026-07-31,AJG,Piper Sandler,16.7
2026-07-31,AJG,RBC Capital,26.1
2026-07-31,AMZN,Cantor Fitzgerald,20.8
2026-07-31,AMZN,Citigroup,32.1
2026-07-31,AMZN,Piper Sandler,20.8
2026-07-31,AOS,Citigroup,8.2
2026-07-31,APD,Mizuho,18.5
2026-07-31,APD,Wells Fargo,16.8
2026-07-31,APH,UBS,19.5
2026-07-31,AVY,Citigroup,8
2026-07-31,AVY,JP Morgan,10.3
2026-07-31,AWK,Mizuho,2.5
2026-07-31,BAX,Wells Fargo,-14.6
2026-07-31,BLDR,RBC Capital,33.8
2026-07-31,BMY,JP Morgan,12.3
2026-07-31,BSX,Wells Fargo,9.1
2026-07-31,CBRE,"Keefe, Bruyette & Woods",17.4
2026-07-31,CBRE,UBS,28.2
2026-07-31,CINF,B of A Securities,11.2
2026-07-31,COIN,Oppenheimer,26.1
2026-07-31,CVNA,Morgan Stanley,44.9
2026-07-31,CVNA,Needham,93.2
2026-07-31,CVNA,Wells Fargo,28.8
2026-07-31,DXCM,JP Morgan,2.7
2026-07-31,DXCM,Mizuho,18.9
2026-07-31,DXCM,Piper Sandler,18.9
2026-07-31,DXCM,RBC Capital,12.7
2026-07-31,EG,Barclays,16.5
2026-07-31,EG,Mizuho,12.7
2026-07-31,EG,Wells Fargo,7.3
2026-07-31,ESS,RBC Capital,11.1
2026-07-31,FICO,Needham,45.2
2026-07-31,FLEX,Barclays,22.1
2026-07-31,GDDY,B. Riley Securities,121.3
2026-07-31,GDDY,Piper Sandler,23.6
2026-07-31,GEHC,Wells Fargo,23.5
2026-07-31,GNRC,Barclays,40.8
2026-07-31,GRMN,Barclays,0.5
2026-07-31,HLT,Wells Fargo,18.4
2026-07-31,HSY,JP Morgan,9.5
2026-07-31,HUM,Evercore ISI Group,29.1
2026-07-31,HUM,Guggenheim,26.7
2026-07-31,HUM,Raymond James,
2026-07-31,HUM,TD Cowen,-0.5
2026-07-31,HUM,UBS,9
2026-07-31,ICE,TD Cowen,14.2
2026-07-31,IP,Citigroup,9.1
2026-07-31,IP,RBC Capital,18.2
2026-07-31,IP,Wells Fargo,4.6
2026-07-31,KO,Barclays,6.1
2026-07-31,LH,Morgan Stanley,8.2
2026-07-31,LII,Goldman Sachs,29.6
2026-07-31,LOW,JP Morgan,21.3
2026-07-31,LRCX,Jefferies,6.2
2026-07-31,LRCX,Needham,23.7
2026-07-31,LVS,Argus Research,
2026-07-31,LYV,Oppenheimer,13.6
2026-07-31,MA,Morgan Stanley,20
2026-07-31,MA,TD Cowen,17.5
2026-07-31,MAA,Piper Sandler,5.6
2026-07-31,MAS,Barclays,9.5
2026-07-31,MAS,Citigroup,6.7
2026-07-31,MAS,Evercore ISI Group,8.1
2026-07-31,MAS,UBS,30.2
2026-07-31,MCD,Mizuho,8.6
2026-07-31,MDLZ,Barclays,12.1
2026-07-31,META,B of A Securities,49
2026-07-31,META,Barclays,43.5
2026-07-31,META,Cantor Fitzgerald,25.1
2026-07-31,META,Guggenheim,28.8
2026-07-31,META,Keybanc,43.5
2026-07-31,MLM,Stephens & Co.,26.8
2026-07-31,MPWR,Wells Fargo,20.1
2026-07-31,MSFT,Barclays,13.8
2026-07-31,MSFT,Cantor Fitzgerald,16
2026-07-31,MSFT,Piper Sandler,22.2
2026-07-31,MTD,Jefferies,7.8
2026-07-31,ODFL,UBS,6.4
2026-07-31,ORLY,TD Cowen,26.3
2026-07-31,PPG,UBS,12.3
2026-07-31,PSA,RBC Capital,-0.1
2026-07-31,PTC,Barclays,14.2
2026-07-31,PTC,Piper Sandler,15.7
2026-07-31,PTC,Rosenblatt,40
2026-07-31,PWR,Citigroup,28.3
2026-07-31,RDDT,B. Riley Securities,82.8
2026-07-31,RDDT,JP Morgan,25.3
2026-07-31,RDDT,Piper Sandler,32
2026-07-31,RDDT,Wells Fargo,-3.9
2026-07-31,SBUX,Wells Fargo,17.3
2026-07-31,SNA,Tigress Financial,18.5
2026-07-31,SW,JP Morgan,43.1
2026-07-31,SYK,JP Morgan,6
2026-07-31,SYK,Piper Sandler,18.1
2026-07-31,SYK,RBC Capital,27.2
2026-07-31,TT,Citigroup,24.8
2026-07-31,TT,RBC Capital,9.3
2026-07-31,TYL,BTIG,25.6
2026-07-31,VLTO,Barclays,23.2
2026-07-31,VLTO,UBS,9.5
2026-07-31,VRSK,UBS,18.8
2026-07-31,VTR,Cantor Fitzgerald,10.8
2026-07-31,WM,Barclays,22.6
2026-07-31,WTW,Wells Fargo,13.6
2026-08-01,AJG,"Keefe, Bruyette & Woods",10.2
2026-08-01,AJG,Truist Securities,7.8
2026-08-01,AMZN,Bernstein,20.8
2026-08-01,AMZN,Needham,13.2
2026-08-01,AMZN,Telsey Advisory Group,26.4
2026-08-01,AMZN,Wedbush,17
2026-08-01,AOS,Stifel,18.4
2026-08-01,APD,Citigroup,10.2
2026-08-01,AVY,UBS,30.6
2026-08-01,BAX,Citigroup,4
2026-08-01,BAX,Stifel,4
2026-08-01,BLDR,Barclays,23.2
2026-08-01,BLDR,Truist Securities,36.9
2026-08-01,BMY,Guggenheim,15.4
2026-08-01,BMY,Truist Securities,7.7
2026-08-01,BSX,Argus Research,
2026-08-01,COIN,Benchmark,50.2
2026-08-01,COIN,Canaccord Genuity,96
2026-08-01,COIN,HC Wainwright & Co.,73.1
2026-08-01,COIN,Needham,15.6
2026-08-01,COIN,Rosenblatt,30.6
2026-08-01,CVNA,Barclays,49.7
2026-08-01,CVNA,Citigroup,44.9
2026-08-01,DXCM,Citigroup,10.2
2026-08-01,DXCM,Stifel,18.9
2026-08-01,EG,Citigroup,12.4
2026-08-01,EIX,Barclays,-1.2
2026-08-01,EQIX,Truist Securities,15.3
2026-08-01,FE,Barclays,11.2
2026-08-01,FSLR,Truist Securities,7.6
2026-08-01,GDDY,Benchmark,82.2
2026-08-01,GEHC,UBS,6
2026-08-01,HII,Citigroup,17.3
2026-08-01,HSY,UBS,12.4
2026-08-01,HUM,Barclays,9.5
2026-08-01,ICE,Barclays,17.4
2026-08-01,ICE,UBS,25.8
2026-08-01,IP,Deutsche Bank,13.7
2026-08-01,IP,Truist Securities,11.4
2026-08-01,IP,UBS,6.9
2026-08-01,KKR,Barclays,35.7
2026-08-01,LH,Truist Securities,12.1
2026-08-01,LHX,Susquehanna,28.2
2026-08-01,LYV,Benchmark,16.3
2026-08-01,LYV,Guggenheim,17.9
2026-08-01,LYV,Susquehanna,1.1
2026-08-01,MA,Barclays,16.3
2026-08-01,MA,Keybanc,19.8
2026-08-01,MPWR,Keybanc,40.1
2026-08-01,MPWR,Needham,33.4
2026-08-01,MPWR,Rosenblatt,5.1
2026-08-01,MPWR,Truist Securities,26
2026-08-01,NCLH,Barclays,-4.3
2026-08-01,NCLH,Citigroup,17
2026-08-01,NCLH,Stifel,32.9
2026-08-01,PTC,Citigroup,3.9
2026-08-01,RDDT,Truist Securities,86.2
2026-08-01,REGN,Truist Securities,6.2
2026-08-01,SBUX,BTIG,7.9
2026-08-01,SWK,Citigroup,12
2026-08-01,SYK,BTIG,8.5
2026-08-01,TYL,Piper Sandler,54.2
2026-08-01,VLO,Barclays,3.4
2026-08-01,WELL,Citigroup,17.4
2026-08-01,WMT,Bernstein,28.5
2026-08-01,WTW,Truist Securities,20.2
2026-08-01,YUM,RBC Capital,7.6
2026-08-03,BEN,Evercore ISI Group,5.5
2026-08-03,BIIB,Citigroup,5.7
2026-08-03,BMY,Citigroup,5.9
2026-08-03,CBOE,TD Cowen,4.1
2026-08-03,CHD,TD Cowen,-3.5
2026-08-03,CI,Raymond James,14.7
2026-08-03,CL,Evercore ISI Group,9.3
2026-08-03,CL,JP Morgan,11.5
2026-08-03,CL,TD Cowen,-2.6
2026-08-03,CNC,Bernstein,27.7
2026-08-03,CVX,Bernstein,7
2026-08-03,ETN,Citigroup,17.2
2026-08-03,ETN,RBC Capital,23.7
2026-08-03,EXPE,Truist Securities,1.8
2026-08-03,FSLR,Guggenheim,29.4
2026-08-03,INVH,Oppenheimer,10.2
2026-08-03,KKR,TD Cowen,7.8
2026-08-03,LH,JP Morgan,16.1
2026-08-03,LHX,UBS,7.6
2026-08-03,LIN,Citigroup,20.1
2026-08-03,LIN,RBC Capital,14.5
2026-08-03,LYV,Citigroup,20
2026-08-03,MLM,Citigroup,30.2
2026-08-03,MLM,UBS,34.9
2026-08-03,MTD,Evercore ISI Group,6.4
2026-08-03,MTD,Wells Fargo,2.9
2026-08-03,PFG,JP Morgan,-6.2
2026-08-03,PWR,Truist Securities,48.1
2026-08-03,REGN,Citigroup,-3.8
2026-08-03,REGN,Guggenheim,33.8
2026-08-03,TROW,"Keefe, Bruyette & Woods",2.9
2026-08-03,VLO,TD Cowen,12.2
2026-08-03,WELL,RBC Capital,10.6
2026-08-03,WY,Truist Securities,9.9
2026-08-04,ABBV,Canaccord Genuity,17.5
2026-08-04,ABBV,Cantor Fitzgerald,15.5
2026-08-04,ABBV,Morgan Stanley,20
2026-08-04,ACGL,Morgan Stanley,10.9
2026-08-04,AEE,Mizuho,14
2026-08-04,AEP,Barclays,0.7
2026-08-04,AJG,Citigroup,17.4
2026-08-04,AJG,Wells Fargo,21.9
2026-08-04,AON,UBS,9.5
2026-08-04,AXP,UBS,11.3
2026-08-04,BBY,B of A Securities,-4.4
2026-08-04,BEN,Barclays,2.3
2026-08-04,BXP,Citigroup,-1.6
2026-08-04,CBOE,Barclays,20.7
2026-08-04,CL,UBS,22.2
2026-08-04,CLX,JP Morgan,-3.1
2026-08-04,CLX,UBS,7.1
2026-08-04,CMG,Argus Research,20.1
2026-08-04,COF,UBS,27.7
2026-08-04,COIN,Cantor Fitzgerald,24.8
2026-08-04,DXCM,Canaccord Genuity,3.3
2026-08-04,ES,Mizuho,3.8
2026-08-04,ESS,Cantor Fitzgerald,11.2
2026-08-04,GDDY,Wedbush,5.2
2026-08-04,GNRC,UBS,61.9
2026-08-04,GS,UBS,9.5
2026-08-04,HCA,Wells Fargo,-5.2
2026-08-04,INCY,Mizuho,15
2026-08-04,IR,Baird,23.3
2026-08-04,JNJ,Wells Fargo,10.8
2026-08-04,JPM,UBS,12.7
2026-08-04,KKR,BMO Capital,12
2026-08-04,LH,Piper Sandler,0.7
2026-08-04,LNT,BMO Capital,9.8
2026-08-04,LNT,Mizuho,5.6
2026-08-04,LYB,BMO Capital,15.6
2026-08-04,LYB,JP Morgan,36
2026-08-04,LYB,Mizuho,12.2
2026-08-04,LYB,UBS,8.8
2026-08-04,MAA,Cantor Fitzgerald,5.8
2026-08-04,MAR,Mizuho,8.5
2026-08-04,MS,UBS,21.7
2026-08-04,MTD,Barclays,9
2026-08-04,MTD,Stifel,10.7
2026-08-04,NTRS,JP Morgan,1.5
2026-08-04,NXPI,UBS,17.4
2026-08-04,ON,B. Riley Securities,50.5
2026-08-04,PGR,JP Morgan,16.3
2026-08-04,PLTR,Citigroup,68.8
2026-08-04,PLTR,Mizuho,48.1
2026-08-04,SBAC,JP Morgan,24.6
2026-08-04,STT,JP Morgan,0.8
2026-08-04,SW,Citigroup,20.4
2026-08-04,SYF,UBS,11.5
2026-08-04,TROW,Barclays,-9.8
2026-08-04,TROW,BMO Capital,5.1
2026-08-04,TSLA,Stifel,51.5
2026-08-04,UDR,Cantor Fitzgerald,7.6
2026-08-04,UDR,JP Morgan,7.6
2026-08-04,URI,Argus Research,10.9
2026-08-04,V,Cantor Fitzgerald,23
2026-08-04,VLO,Mizuho,-1.6
2026-08-04,VRTX,TD Cowen,16.7
2026-08-04,WM,UBS,20.1
2026-08-04,WTW,Citigroup,3.5
2026-08-04,WTW,"Keefe, Bruyette & Woods",18.1
2026-08-04,WTW,UBS,21.4
2026-08-04,WY,Citigroup,16
2026-08-04,YUM,JP Morgan,7.7
2026-08-05,ABBV,Guggenheim,16.6
2026-08-05,ADM,BMO Capital,0.2
2026-08-05,AME,Citigroup,2.6
2026-08-05,AME,Keybanc,16
2026-08-05,AME,RBC Capital,14.4
2026-08-05,AMGN,Oppenheimer,14.4
2026-08-05,AMGN,Truist Securities,-8
2026-08-05,ANET,Keybanc,18.9
2026-08-05,ANET,Wells Fargo,21.3
2026-08-05,APTV,RBC Capital,64.2
2026-08-05,APTV,TD Cowen,62.1
2026-08-05,APTV,Wells Fargo,39
2026-08-05,AZO,Barclays,19.5
2026-08-05,BALL,Wells Fargo,13.9
2026-08-05,BKNG,B. Riley Securities,31.9
2026-08-05,BKNG,Oppenheimer,15.5
2026-08-05,CAT,Truist Securities,40
2026-08-05,CI,Jefferies,14.4
2026-08-05,CINF,"Keefe, Bruyette & Woods",5.1
2026-08-05,CLX,Evercore ISI Group,-6
2026-08-05,CVNA,BTIG,25.5
2026-08-05,DDOG,Canaccord Genuity,1.2
2026-08-05,DLR,Argus Research,8.5
2026-08-05,EMR,Citigroup,15.7
2026-08-05,EMR,RBC Capital,13.8
2026-08-05,EQIX,RBC Capital,15.9
2026-08-05,FANG,Truist Securities,16.7
2026-08-05,FANG,Wells Fargo,37
2026-08-05,FIS,Citigroup,2.5
2026-08-05,FIS,"Keefe, Bruyette & Woods",27.6
2026-08-05,FIS,RBC Capital,20.8
2026-08-05,GD,Wells Fargo,13.2
2026-08-05,GILD,RBC Capital,-9.6
2026-08-05,GWW,Oppenheimer,5.5
2026-08-05,GWW,RBC Capital,9.6
2026-08-05,HSIC,UBS,5.4
2026-08-05,IT,Goldman Sachs,-3.7
2026-08-05,IT,RBC Capital,-12.8
2026-08-05,IT,Wells Fargo,-20.2
2026-08-05,J,RBC Capital,20.1
2026-08-05,KMB,TD Cowen,-6.4
2026-08-05,LDOS,RBC Capital,31.1
2026-08-05,LDOS,UBS,6.4
2026-08-05,LYB,RBC Capital,17.8
2026-08-05,MAR,Baird,12.8
2026-08-05,MAR,Barclays,-0.1
2026-08-05,MAR,BMO Capital,13.4
2026-08-05,MAR,Wells Fargo,22
2026-08-05,MPC,Citigroup,1.1
2026-08-05,MPC,TD Cowen,19.2
2026-08-05,MSFT,Tigress Financial,39
2026-08-05,MTD,Morgan Stanley,0.3
2026-08-05,NKE,JP Morgan,-4
2026-08-05,ON,Baird,36.7
2026-08-05,ON,Citigroup,24
2026-08-05,PEG,Citigroup,10.3
2026-08-05,PEG,Wells Fargo,16.9
2026-08-05,PLD,RBC Capital,14.4
2026-08-05,PLTR,Deutsche Bank,23.5
2026-08-05,PLTR,Piper Sandler,42
2026-08-05,RL,JP Morgan,19
2026-08-05,ROK,Citigroup,19.1
2026-08-05,RVTY,Evercore ISI Group,12
2026-08-05,SBAC,Morgan Stanley,16.2
2026-08-05,SBAC,Truist Securities,28.6
2026-08-05,SW,Barclays,15.5
2026-08-05,SYY,Citigroup,2.4
2026-08-05,SYY,Piper Sandler,0
2026-08-05,TPR,JP Morgan,34.2
2026-08-05,V,Truist Securities,9.1
2026-08-05,VRTX,Canaccord Genuity,-9.3
2026-08-05,VRTX,Cantor Fitzgerald,22
2026-08-05,VRTX,Truist Securities,15.9
2026-08-05,WAT,Evercore ISI Group,5.3
2026-08-05,WAT,TD Cowen,19.1
2026-08-05,WAT,Wells Fargo,0.3
2026-08-05,WELL,Keybanc,18.4
2026-08-05,WMB,Wells Fargo,25.8
2026-08-05,WMT,Oppenheimer,
2026-08-05,WYNN,Macquarie,40.1
2026-08-06,ACGL,BMO Capital,1.6
2026-08-06,ADM,Barclays,14.5
2026-08-06,ADM,Morgan Stanley,0.5
2026-08-06,ADP,Cantor Fitzgerald,14.3
2026-08-06,AIZ,Piper Sandler,9.3
2026-08-06,AIZ,Truist Securities,18
2026-08-06,AMD,Evercore ISI Group,22.7
2026-08-06,AMD,Wedbush,27.2
2026-08-06,AME,BMO Capital,10.3
2026-08-06,AME,DA Davidson,11.4
2026-08-06,AME,Truist Securities,23.6
2026-08-06,AMGN,B of A Securities,-23.4
2026-08-06,AMGN,Goldman Sachs,8.8
2026-08-06,AMGN,UBS,6.4
2026-08-06,ANET,B of A Securities,24.7
2026-08-06,ANET,Evercore ISI Group,29.9
2026-08-06,ANET,Needham,35.1
2026-08-06,ANET,Rosenblatt,45.5
2026-08-06,APD,RBC Capital,21
2026-08-06,APO,Barclays,20.1
2026-08-06,APP,Macquarie,83.2
2026-08-06,APP,UBS,133.4
2026-08-06,APP,Wedbush,80.2
2026-08-06,APTV,Morgan Stanley,17.9
2026-08-06,ARE,Cantor Fitzgerald,2.3
2026-08-06,AXON,Morgan Stanley,8.6
2026-08-06,AXON,Piper Sandler,24.2
2026-08-06,AXON,UBS,1.8
2026-08-06,BALL,UBS,3.4
2026-08-06,BBY,Jefferies,0.7
2026-08-06,BKNG,BMO Capital,20.5
2026-08-06,BKNG,Wedbush,19.1
2026-08-06,BR,Morgan Stanley,8.8
2026-08-06,CDW,Morgan Stanley,23.2
2026-08-06,CMG,BTIG,31.7
2026-08-06,CMI,UBS,29.6
2026-08-06,COR,Evercore ISI Group,8.7
2026-08-06,COR,UBS,33.6
2026-08-06,CPAY,UBS,6.7
2026-08-06,CVS,Evercore ISI Group,23.8
2026-08-06,DASH,Benchmark,37.4
2026-08-06,DASH,Truist Securities,56.5
2026-08-06,DD,UBS,20.4
2026-08-06,DIS,Argus Research,30.7
2026-08-06,DIS,Barclays,12.2
2026-08-06,DIS,Guggenheim,17
2026-08-06,DIS,Wells Fargo,28.7
2026-08-06,DUK,Barclays,5.7
2026-08-06,DUK,BMO Capital,5.7
2026-08-06,DVA,Barclays,20.4
2026-08-06,EBAY,Benchmark,19.6
2026-08-06,EBAY,Piper Sandler,18.8
2026-08-06,EOG,Truist Securities,12
2026-08-06,EXPD,Barclays,-11.8
2026-08-06,EXPD,JP Morgan,10.3
2026-08-06,EXPD,UBS,15.8
2026-08-06,EXPE,Benchmark,10.8
2026-08-06,EXPE,Piper Sandler,0
2026-08-06,FIS,Barclays,1.2
2026-08-06,GILD,Cantor Fitzgerald,15.7
2026-08-06,GPN,UBS,4
2026-08-06,HUM,Morgan Stanley,1
2026-08-06,IDXX,UBS,14.4
2026-08-06,IFF,UBS,4.7
2026-08-06,IRM,Wells Fargo,10
2026-08-06,IT,UBS,6.5
2026-08-06,KHC,Piper Sandler,-3
2026-08-06,KHC,TD Cowen,-14.6
2026-08-06,KHC,UBS,4.8
2026-08-06,KMB,UBS,3
2026-08-06,LLY,Wells Fargo,11.2
2026-08-06,MAR,Macquarie,0.8
2026-08-06,MCD,Guggenheim,5.1
2026-08-06,MCD,Keybanc,10.5
2026-08-06,MCK,Evercore ISI Group,9.6
2026-08-06,MCK,TD Cowen,10.3
2026-08-06,MCK,UBS,18.4
2026-08-06,MET,Barclays,-1.6
2026-08-06,MPC,Barclays,5.9
2026-08-06,MSI,Barclays,11.4
2026-08-06,MSI,Piper Sandler,11.6
2026-08-06,PODD,Bernstein,33.7
2026-08-06,PODD,RBC Capital,22.2
2026-08-06,PODD,Stifel,37.5
2026-08-06,PODD,TD Cowen,10
2026-08-06,PODD,UBS,14.6
2026-08-06,PSX,Barclays,3.4
2026-08-06,PSX,Evercore ISI Group,5.3
2026-08-06,PSX,TD Cowen,22
2026-08-06,RL,Needham,20
2026-08-06,ROP,Argus Research,13.2
2026-08-06,SNDK,Citigroup,79
2026-08-06,SOLV,Keybanc,13.9
2026-08-06,SOLV,Piper Sandler,17.3
2026-08-06,SOLV,UBS,12.8
2026-08-06,SYY,UBS,11.8
2026-08-06,TDG,Stifel,11.1
2026-08-06,TDG,UBS,34.1
2026-08-06,TPR,Telsey Advisory Group,8.8
2026-08-06,UBER,Barclays,54.5
2026-08-06,UBER,Bernstein,38.4
2026-08-06,UBER,Guggenheim,82.1
2026-08-06,UBER,Wells Fargo,29.7
2026-08-06,VRTX,Barclays,25.7
2026-08-06,WAT,Barclays,15.6
2026-08-06,WDC,UBS,22.4
2026-08-06,WYNN,Barclays,34.5
2026-08-06,XYZ,Keybanc,28.9
2026-08-06,XYZ,RBC Capital,13.4
2026-08-06,XYZ,TD Cowen,25.4
2026-08-07,ABNB,Benchmark,9.3
2026-08-07,ABNB,Canaccord Genuity,21.4
2026-08-07,ABNB,Wells Fargo,12.9
2026-08-07,ALL,Barclays,-16.9
2026-08-07,AMD,Rosenblatt,40.6
2026-08-07,AME,TD Cowen,8.7
2026-08-07,ANET,Barclays,46
2026-08-07,AXON,Barclays,30.7
2026-08-07,BDX,Piper Sandler,-0.1
2026-08-07,CAT,DA Davidson,1.9
2026-08-07,COR,JP Morgan,20.4
2026-08-07,CPAY,JP Morgan,17.9
2026-08-07,CPAY,"Keefe, Bruyette & Woods",17.9
2026-08-07,CRL,JP Morgan,18.5
2026-08-07,CRL,Morgan Stanley,14.7
2026-08-07,CVS,Barclays,13.4
2026-08-07,DASH,Cantor Fitzgerald,22.5
2026-08-07,DASH,Needham,24.9
2026-08-07,DD,RBC Capital,21.5
2026-08-07,DDOG,Citigroup,29.9
2026-08-07,DIS,Rosenblatt,20.7
2026-08-07,EBAY,Argus Research,19.2
2026-08-07,EBAY,Barclays,10.2
2026-08-07,EBAY,Needham,21
2026-08-07,ED,Wells Fargo,0
2026-08-07,EXPE,B. Riley Securities,25.2
2026-08-07,EXPE,Barclays,2.7
2026-08-07,GEN,Barclays,10.3
2026-08-07,GEN,RBC Capital,3.4
2026-08-07,GEN,Wells Fargo,-3.4
2026-08-07,GPN,Barclays,1.6
2026-08-07,GPN,Goldman Sachs,7.3
2026-08-07,GPN,"Keefe, Bruyette & Woods",8.4
2026-08-07,GRMN,Tigress Financial,21.4
2026-08-07,HSIC,Barclays,13.5
2026-08-07,IEX,DA Davidson,2.2
2026-08-07,IFF,Barclays,13.3
2026-08-07,JNJ,Guggenheim,12.2
2026-08-07,KHC,Barclays,4.4
2026-08-07,LLY,Cantor Fitzgerald,18.7
2026-08-07,MCHP,Citigroup,16.8
2026-08-07,MNST,Piper Sandler,7.7
2026-08-07,MNST,RBC Capital,6.6
2026-08-07,MSI,JP Morgan,13.9
2026-08-07,MU,Citigroup,27.3
2026-08-07,NI,Barclays,4.3
2026-08-07,PFE,Guggenheim,18.2
2026-08-07,PG,Argus Research,
2026-08-07,PH,Keybanc,12.2
2026-08-07,PODD,BTIG,
2026-08-07,PODD,Canaccord Genuity,29.7
2026-08-07,PODD,JP Morgan,10.1
2026-08-07,PODD,Truist Securities,10.9
2026-08-07,PODD,Wells Fargo,4.3
2026-08-07,RL,Barclays,17
2026-08-07,RMD,Piper Sandler,8.6
2026-08-07,RMD,Wells Fargo,3.8
2026-08-07,RSG,Barclays,12.3
2026-08-07,STE,Piper Sandler,19.9
2026-08-07,TAP,Needham,18.4
2026-08-07,TAP,Piper Sandler,4.2
2026-08-07,TRGP,Barclays,7.7
2026-08-07,TTD,Benchmark,55.4
2026-08-07,TTD,Wells Fargo,-6.8
2026-08-07,UBER,Cantor Fitzgerald,26.2
2026-08-07,UBER,DA Davidson,40.3
2026-08-07,UBER,Needham,52.9
2026-08-07,UBER,Susquehanna,26.2
2026-08-07,WDC,Citigroup,61.8
2026-08-07,WDC,Rosenblatt,74.9
2026-08-07,WDC,TD Cowen,18
2026-08-07,XYZ,Cantor Fitzgerald,20.3
2026-08-07,XYZ,Needham,26.6
2026-08-08,ABNB,Citigroup,17.2
2026-08-08,ABNB,Susquehanna,21.4
2026-08-08,AFL,Barclays,-21.8
2026-08-08,AIG,Barclays,2.3
2026-08-08,AIZ,"Keefe, Bruyette & Woods",9.7
2026-08-08,AKAM,Baird,12.9
2026-08-08,AKAM,TD Cowen,12.9
2026-08-08,AKAM,UBS,15.3
2026-08-08,ALB,BMO Capital,54.7
2026-08-08,ALB,Citigroup,35.4
2026-08-08,ALB,UBS,35.4
2026-08-08,AMGN,Citigroup,0.2
2026-08-08,APP,Citigroup,92.6
2026-08-08,BDX,Citigroup,16.4
2026-08-08,BDX,Wells Fargo,-3
2026-08-08,BKR,Morgan Stanley,12.7
2026-08-08,CF,UBS,7.5
2026-08-08,COP,Wells Fargo,63.5
2026-08-08,DASH,Susquehanna,17.8
2026-08-08,DDOG,DA Davidson,34.2
2026-08-08,DDOG,Needham,27.8
2026-08-08,DDOG,Rosenblatt,29.9
2026-08-08,DDOG,UBS,19.2
2026-08-08,DVA,TD Cowen,20.9
2026-08-08,DVA,Truist Securities,18.2
2026-08-08,ED,Barclays,-1.9
2026-08-08,EXPE,TD Cowen,2.7
2026-08-08,KDP,UBS,30.6
2026-08-08,LDOS,TD Cowen,1.3
2026-08-08,LLY,Truist Securities,15.8
2026-08-08,MCHP,Rosenblatt,47.5
2026-08-08,MCHP,Truist Securities,10.6
2026-08-08,MCHP,UBS,47.5
2026-08-08,MNST,Evercore ISI Group,12
2026-08-08,MNST,UBS,12
2026-08-08,O,RBC Capital,12.4
2026-08-08,PH,Citigroup,14.2
2026-08-08,PH,Susquehanna,15.9
2026-08-08,PH,Truist Securities,25.9
2026-08-08,PWR,Keybanc,18.2
2026-08-08,RL,BTIG,16.3
2026-08-08,RL,Citigroup,15
2026-08-08,RL,Evercore ISI Group,16.3
2026-08-08,RL,Telsey Advisory Group,18.8
2026-08-08,RL,UBS,31.5
2026-08-08,TAP,UBS,6.5
2026-08-08,TTD,Cantor Fitzgerald,8.8
2026-08-08,TTD,Citigroup,-14.5
2026-08-08,TTD,Evercore ISI Group,1
2026-08-08,TTD,Needham,47.6
2026-08-08,TTD,Rosenblatt,-6.8
2026-08-08,TTD,Scotiabank,-6.8
2026-08-08,TTD,Susquehanna,8.8
2026-08-08,TTD,Truist Securities,24.3
2026-08-08,TTD,UBS,24.3
2026-08-08,XOM,TD Cowen,10.1
2026-08-10,ABBV,Evercore ISI Group,5.8
2026-08-10,AFL,Piper Sandler,11.2
2026-08-10,AIG,Piper Sandler,8
2026-08-10,AIG,RBC Capital,11.8
2026-08-10,ALB,RBC Capital,19.5
2026-08-10,ALL,Piper Sandler,12.4
2026-08-10,ALL,UBS,3
2026-08-10,APA,Truist Securities,2
2026-08-10,APTV,Evercore ISI Group,42.7
2026-08-10,ARE,Citigroup,1.8
2026-08-10,COP,Truist Securities,9
2026-08-10,CRL,TD Cowen,12.9
2026-08-10,DD,JP Morgan,20.4
2026-08-10,DOC,RBC Capital,12.7
2026-08-10,FANG,Citigroup,15.3
2026-08-10,HUM,JP Morgan,2.1
2026-08-10,OXY,Truist Securities,11.3
2026-08-10,TAP,JP Morgan,-1.7
2026-08-10,TTD,DA Davidson,18.7
2026-08-10,TTWO,DA Davidson,21.2
2026-08-10,TTWO,Oppenheimer,13.1
2026-08-10,TTWO,Wedbush,21.2
2026-08-10,TTWO,Wells Fargo,21.2
2026-08-10,WAT,Citigroup,15.8
2026-08-10,WMB,RBC Capital,22.5
2026-08-11,AFL,JP Morgan,-4.2
